Unnamed: 0,filename,LE_left,LE_top,LE_right,LE_bottom,RE_left,RE_top,RE_right,RE_bottom,lx,ly,rx,ry,relative_lx,relative_ly,relative_rx,relative_ry
130,017/0/2022-10-03 10:18:26.880956-32211.jpg,161,461,413,586,595,469,828,590,273,516,712,522,112,55,117,53
131,017/0/2022-10-03 10:16:53.504348-17291.jpg,170,468,421,595,602,485,843,611,283,534,725,545,113,66,123,60
132,017/0/2022-10-03 10:16:55.098264-17546.jpg,176,468,426,588,610,484,837,593,286,524,726,537,110,56,116,53
0,017/1/2022-10-03 10:23:01.737056-33420.jpg,170,483,420,609,606,482,831,610,314,551,750,550,144,68,144,68
1,017/1/2022-10-03 10:22:00.584347-23660.jpg,144,484,393,614,581,480,815,616,243,556,680,552,99,72,99,72
2,017/1/2022-10-03 10:21:57.308378-23136.jpg,143,468,396,599,580,465,811,598,247,538,683,533,104,70,103,68
3,017/1/2022-10-03 10:20:35.751901-10108.jpg,146,485,399,606,582,485,826,608,11,9,11,9,-135,-476,-571,-476
4,017/1/2022-10-03 10:19:32.967513-64.jpg,138,469,394,599,577,477,802,603,300,542,737,542,162,73,160,65
5,017/1/2022-10-03 10:19:34.647362-332.jpg,153,464,410,597,592,473,817,598,315,537,754,535,162,73,162,62
6,017/1/2022-10-03 10:21:01.837027-14264.jpg,145,483,393,605,573,483,820,610,17,12,17,12,-128,-471,-556,-471
7,017/1/2022-10-03 10:19:43.221299-1704.jpg,140,489,393,608,578,485,818,608,19,11,19,11,-121,-478,-559,-474
8,017/1/2022-10-03 10:22:34.262454-29028.jpg,153,465,402,597,591,468,822,598,239,530,675,531,86,65,84,63
9,017/1/2022-10-03 10:21:43.256205-20888.jpg,150,457,404,598,590,457,818,594,292,520,725,517,142,63,135,60
10,017/1/2022-10-03 10:22:28.332461-28092.jpg,151,478,393,606,589,480,834,607,14,16,14,16,-137,-462,-575,-464
11,017/1/2022-10-03 10:21:13.019719-16048.jpg,137,470,393,597,575,467,806,595,225,533,662,529,88,63,87,62
12,017/1/2022-10-03 10:22:31.159894-28544.jpg,152,463,401,596,588,462,818,593,242,528,678,527,90,65,90,65
13,017/1/2022-10-03 10:22:44.256869-30632.jpg,179,475,431,606,611,475,835,611,324,552,765,549,145,77,154,74
14,017/1/2022-10-03 10:19:32.643451-4.jpg,147,480,397,606,586,479,818,609,294,552,732,553,147,72,146,74
15,017/1/2022-10-03 10:21:58.933795-23396.jpg,149,463,400,598,588,460,820,592,279,528,717,523,130,65,129,63
16,017/1/2022-10-03 10:22:36.804625-29440.jpg,161,467,414,601,598,469,825,598,285,531,724,531,124,64,126,62
17,017/1/2022-10-03 10:21:58.584629-23340.jpg,158,454,412,597,597,456,824,591,300,516,739,516,142,62,142,60
18,017/1/2022-10-03 10:22:56.430267-32572.jpg,160,491,413,616,598,484,828,619,260,557,701,555,100,66,103,71
19,017/1/2022-10-03 10:21:40.681389-20476.jpg,142,470,391,600,577,471,806,600,268,538,707,533,126,68,130,62
20,017/1/2022-10-03 10:19:32.820513-40.jpg,147,483,396,608,582,481,810,609,284,552,724,551,137,69,142,70
21,017/1/2022-10-03 10:21:53.907771-22592.jpg,156,480,407,604,590,479,822,608,301,546,741,545,145,66,151,66
22,017/1/2022-10-03 10:22:09.936253-25148.jpg,152,476,404,605,592,479,821,606,285,546,728,544,133,70,136,65
23,017/1/2022-10-03 10:19:34.606060-324.jpg,150,465,406,600,593,472,817,600,311,538,753,536,161,73,160,64
24,017/1/2022-10-03 10:23:01.831191-33436.jpg,180,480,432,607,616,482,840,611,327,551,766,549,147,71,150,67
25,017/1/2022-10-03 10:21:58.458384-23320.jpg,152,454,407,596,593,451,825,591,295,518,726,514,143,64,133,63
26,017/1/2022-10-03 10:23:00.080859-33156.jpg,157,483,409,611,596,480,827,612,251,551,693,546,94,68,97,66
27,017/1/2022-10-03 10:21:38.387958-20104.jpg,139,491,393,611,577,487,819,609,12,17,12,17,-127,-474,-565,-470
28,017/1/2022-10-03 10:22:03.124233-24060.jpg,140,489,393,613,576,484,818,609,12,17,12,17,-128,-472,-564,-467
29,017/1/2022-10-03 10:19:33.141888-92.jpg,140,462,399,594,579,471,806,598,303,539,741,536,163,77,162,65
30,017/1/2022-10-03 10:21:59.508780-23488.jpg,147,472,401,605,592,470,818,603,281,549,722,548,134,77,130,78
31,017/1/2022-10-03 10:21:58.735967-23364.jpg,149,462,405,597,593,463,823,590,295,531,735,530,146,69,142,67
32,017/1/2022-10-03 10:23:00.305893-33192.jpg,158,480,406,604,594,477,823,604,250,550,693,544,92,70,99,67
33,017/1/2022-10-03 10:22:40.552803-30040.jpg,169,469,416,599,606,474,833,600,285,536,727,533,116,67,121,59
34,017/1/2022-10-03 10:22:08.377931-24896.jpg,147,477,399,604,587,476,818,605,257,545,698,539,110,68,111,63
35,017/1/2022-10-03 10:21:41.932655-20676.jpg,154,482,397,601,582,478,815,604,299,551,740,547,145,69,158,69
36,017/1/2022-10-03 10:22:36.002496-29312.jpg,163,467,411,597,597,471,827,594,252,527,688,526,89,60,91,55
37,017/1/2022-10-03 10:21:54.183259-22636.jpg,152,475,404,597,589,479,816,601,298,540,739,539,146,65,150,60
38,017/1/2022-10-03 10:21:46.434985-21396.jpg,143,488,394,609,582,483,814,611,251,553,692,551,108,65,110,68
39,017/1/2022-10-03 10:22:27.472500-27952.jpg,156,463,402,591,592,462,824,587,249,520,686,517,93,57,94,55
40,017/1/2022-10-03 10:21:56.983473-23084.jpg,145,464,400,594,584,460,816,587,250,521,689,515,105,57,105,55
41,017/1/2022-10-03 10:21:45.456508-21240.jpg,149,482,399,604,584,482,815,608,277,556,722,553,128,74,138,71
42,017/1/2022-10-03 10:19:53.770166-3392.jpg,135,467,389,591,570,474,800,597,255,539,698,531,120,72,128,57
43,017/1/2022-10-03 10:22:18.924155-26588.jpg,154,463,410,599,595,465,823,595,303,532,741,527,149,69,146,62
44,017/1/2022-10-03 10:22:31.633632-28620.jpg,151,461,401,596,587,464,821,598,235,522,681,523,84,61,94,59
45,017/1/2022-10-03 10:21:55.997606-22924.jpg,152,462,405,597,590,460,819,593,280,517,720,517,128,55,130,57
46,017/1/2022-10-03 10:21:39.455488-20280.jpg,139,471,388,597,574,480,805,603,220,542,664,539,81,71,90,59
47,017/1/2022-10-03 10:19:32.688315-12.jpg,140,474,393,602,579,477,809,603,263,538,702,534,123,64,123,57
48,017/1/2022-10-03 10:21:36.818040-19860.jpg,143,477,390,597,574,478,815,603,263,542,704,537,120,65,130,59
49,017/1/2022-10-03 10:22:51.705470-31824.jpg,171,467,432,601,616,478,840,600,334,543,774,539,163,76,158,61
50,017/1/2022-10-03 10:21:21.440180-17400.jpg,147,464,402,595,584,467,812,594,298,532,740,529,151,68,156,62
51,017/1/2022-10-03 10:19:37.442605-780.jpg,154,469,410,600,594,474,821,597,290,535,734,534,136,66,140,60
52,017/1/2022-10-03 10:22:45.204270-30784.jpg,174,486,425,613,610,487,837,617,297,556,737,555,123,70,127,68
53,017/1/2022-10-03 10:22:03.897490-24184.jpg,147,468,400,602,591,470,818,600,270,536,711,533,123,68,120,63
54,017/1/2022-10-03 10:22:57.555558-32752.jpg,162,478,414,606,601,478,827,606,247,547,687,545,85,69,86,67
55,017/1/2022-10-03 10:19:38.542666-956.jpg,153,469,408,603,595,473,822,601,274,535,711,529,121,66,116,56
56,017/1/2022-10-03 10:22:56.280378-32548.jpg,170,484,421,609,610,482,836,609,283,549,725,547,113,65,115,65
57,017/1/2022-10-03 10:22:29.359906-28256.jpg,152,464,396,595,587,465,819,590,245,521,683,521,93,57,96,56
58,017/1/2022-10-03 10:22:13.400508-25704.jpg,148,470,407,605,592,469,820,599,274,537,712,532,126,67,120,63
59,017/1/2022-10-03 10:21:38.582063-20140.jpg,138,476,383,600,568,477,803,603,227,545,670,538,89,69,102,61
60,017/1/2022-10-03 10:21:34.567426-19500.jpg,146,478,394,601,578,476,809,600,299,543,741,540,153,65,163,64
61,017/1/2022-10-03 10:21:52.957674-22440.jpg,150,480,400,605,586,480,817,605,282,547,724,545,132,67,138,65
62,017/1/2022-10-03 10:22:32.532548-28764.jpg,155,467,406,594,590,469,819,594,237,532,677,530,82,65,87,61
63,017/1/2022-10-03 10:23:00.881149-33284.jpg,166,480,417,606,600,479,828,607,255,550,695,544,89,70,95,65
64,017/1/2022-10-03 10:20:04.699817-5140.jpg,142,472,396,595,577,476,809,600,248,537,688,533,106,65,111,57
65,017/1/2022-10-03 10:22:54.730095-32300.jpg,173,478,425,607,615,482,838,607,314,548,753,544,141,70,138,62
66,017/1/2022-10-03 10:21:47.306702-21536.jpg,143,475,391,598,578,477,808,601,233,542,675,536,90,67,97,59
67,017/1/2022-10-03 10:22:39.480919-29868.jpg,167,469,417,601,602,472,828,600,279,534,719,530,112,65,117,58
68,017/1/2022-10-03 10:21:57.536087-23172.jpg,145,473,398,603,581,473,812,602,254,542,695,535,109,69,114,62
69,017/1/2022-10-03 10:19:44.768785-1952.jpg,139,476,389,596,574,476,805,598,221,537,667,535,82,61,93,59
70,017/1/2022-10-03 10:22:22.424952-27148.jpg,156,464,408,596,595,466,821,590,290,529,734,522,134,65,139,56
71,017/1/2022-10-03 10:23:04.709050-33896.jpg,165,491,414,611,601,493,839,613,17,11,17,11,-148,-480,-584,-482
72,017/1/2022-10-03 10:19:34.736441-344.jpg,158,466,414,596,597,471,823,596,317,535,758,534,159,69,161,63
73,017/1/2022-10-03 10:22:49.504338-31472.jpg,176,476,430,607,615,481,839,605,324,545,762,542,148,69,147,61
74,017/1/2022-10-03 10:21:59.858884-23544.jpg,150,490,398,613,587,482,819,613,262,554,704,551,112,64,117,69
75,017/1/2022-10-03 10:20:54.211298-13044.jpg,145,470,392,593,578,479,811,599,257,533,699,532,112,63,121,53
76,017/1/2022-10-03 10:20:15.637217-6888.jpg,137,470,391,592,573,478,805,597,257,536,694,530,120,66,121,52
77,017/1/2022-10-03 10:22:01.009092-23728.jpg,145,470,402,602,588,469,818,601,254,543,698,536,109,73,110,67
78,017/1/2022-10-03 10:22:28.757156-28160.jpg,154,464,398,594,590,465,821,588,249,518,686,521,95,54,96,56
79,017/1/2022-10-03 10:20:37.404988-10372.jpg,146,474,394,599,581,477,811,600,264,535,704,533,118,61,123,56
80,017/1/2022-10-03 10:21:47.584503-21580.jpg,144,470,398,597,578,467,810,596,246,537,686,534,102,67,108,67
81,017/1/2022-10-03 10:22:17.624173-26380.jpg,151,463,406,600,592,462,819,595,305,530,742,523,154,67,150,61
82,017/1/2022-10-03 10:22:41.602917-30208.jpg,171,475,420,605,607,482,832,605,293,540,735,538,122,65,128,56
83,017/1/2022-10-03 10:19:40.696370-1300.jpg,148,473,400,602,586,474,815,600,266,533,708,533,118,60,122,59
84,017/1/2022-10-03 10:19:33.570148-160.jpg,145,465,403,598,590,472,815,600,309,537,750,536,164,72,160,64
85,017/1/2022-10-03 10:23:02.381348-33524.jpg,176,488,428,612,609,483,835,611,314,552,752,553,138,64,143,70
0,017/2/2022-10-03 10:27:50.914730-12.jpg,114,473,359,591,551,485,775,597,243,545,677,548,129,72,126,63
1,017/2/2022-10-03 10:32:00.274111-39900.jpg,123,452,361,563,551,466,778,570,232,510,676,515,109,58,125,49
2,017/2/2022-10-03 10:29:29.579875-15796.jpg,110,441,355,566,545,451,770,570,211,498,651,510,101,57,106,59
3,017/2/2022-10-03 10:27:50.948102-20.jpg,113,474,361,592,549,486,775,598,245,542,686,544,132,68,137,58
4,017/2/2022-10-03 10:27:51.001741-32.jpg,112,475,362,589,549,488,775,596,244,540,684,542,132,65,135,54
5,017/2/2022-10-03 10:29:33.905839-16488.jpg,121,455,352,567,551,466,774,579,219,497,663,507,98,42,112,41
6,017/2/2022-10-03 10:29:34.356931-16560.jpg,113,444,348,563,546,458,763,575,205,500,649,511,92,56,103,53
7,017/2/2022-10-03 10:32:02.280995-40224.jpg,122,455,367,564,555,465,786,570,230,524,677,526,108,69,122,61
8,017/2/2022-10-03 10:30:00.962248-20816.jpg,113,451,355,570,542,461,765,577,221,502,661,513,108,51,119,52
9,017/2/2022-10-03 10:27:51.451955-104.jpg,101,479,340,596,533,477,762,597,183,545,627,545,82,66,94,68
10,017/2/2022-10-03 10:28:14.580567-3804.jpg,109,455,351,572,545,468,769,586,194,510,638,519,85,55,93,51
11,017/2/2022-10-03 10:31:15.174003-32688.jpg,112,479,355,583,544,483,774,589,13,17,13,17,-99,-462,-531,-466
12,017/2/2022-10-03 10:30:44.417105-27768.jpg,121,478,358,581,551,480,782,582,13,17,13,17,-108,-461,-538,-463
13,017/2/2022-10-03 10:28:06.504515-2512.jpg,112,462,347,576,546,471,771,585,237,525,680,535,125,63,134,64
14,017/2/2022-10-03 10:27:52.540900-276.jpg,109,464,353,587,544,475,769,592,258,532,693,537,149,68,149,62
15,017/2/2022-10-03 10:29:44.058454-18112.jpg,112,485,361,598,540,488,771,611,17,20,17,20,-95,-465,-523,-468
16,017/2/2022-10-03 10:28:25.582543-5564.jpg,113,444,346,564,545,454,766,572,222,502,663,516,109,58,118,62
17,017/2/2022-10-03 10:27:51.230308-68.jpg,107,485,342,595,530,483,771,598,188,540,632,544,81,55,102,61
18,017/2/2022-10-03 10:30:31.189689-25652.jpg,118,440,356,563,551,453,777,569,228,504,670,510,110,64,119,57
19,017/2/2022-10-03 10:31:08.348891-31596.jpg,113,481,359,587,546,485,781,591,4,4,4,4,-109,-477,-542,-481
20,017/2/2022-10-03 10:27:51.177023-60.jpg,112,487,348,600,540,487,775,608,4,4,4,4,-108,-483,-536,-483
21,017/2/2022-10-03 10:31:32.549969-35468.jpg,117,473,356,577,546,482,784,584,4,4,4,4,-113,-469,-542,-478
22,017/2/2022-10-03 10:29:37.081106-16996.jpg,113,456,348,570,542,467,763,581,228,508,669,516,115,52,127,49
23,017/2/2022-10-03 10:31:01.621000-30520.jpg,123,438,370,565,554,457,774,572,278,507,716,512,155,69,162,55
24,017/2/2022-10-03 10:27:51.134908-52.jpg,108,484,350,595,539,486,776,602,10,8,10,8,-98,-476,-529,-478
25,017/2/2022-10-03 10:30:27.918096-25128.jpg,109,479,362,587,545,486,777,592,10,8,10,8,-99,-471,-535,-478
26,017/2/2022-10-03 10:30:39.766417-27024.jpg,114,482,364,586,553,486,789,589,10,8,10,8,-104,-474,-543,-478
27,017/2/2022-10-03 10:31:54.753412-39020.jpg,122,435,366,557,553,447,780,560,219,495,658,498,97,60,105,51
28,017/2/2022-10-03 10:29:34.258091-16544.jpg,118,442,353,560,551,459,765,572,243,505,685,514,125,63,134,55
29,017/2/2022-10-03 10:29:33.984706-16500.jpg,122,442,354,562,550,460,770,574,220,499,663,513,98,57,113,53
30,017/2/2022-10-03 10:29:01.700454-11336.jpg,115,457,356,570,549,468,772,580,212,521,652,535,97,64,103,67
31,017/2/2022-10-03 10:29:34.434256-16572.jpg,108,447,340,567,541,457,756,575,197,502,640,512,89,55,99,55
32,017/2/2022-10-03 10:29:26.630075-15324.jpg,121,466,358,573,547,479,776,589,250,518,689,533,129,52,142,54
33,017/2/2022-10-03 10:29:29.229964-15740.jpg,117,433,364,561,550,448,776,567,212,490,647,502,95,57,97,54
34,017/2/2022-10-03 10:32:00.468686-39932.jpg,117,448,358,569,550,461,781,572,231,515,674,514,114,67,124,53
35,017/2/2022-10-03 10:30:58.743928-30060.jpg,119,447,362,568,551,465,781,576,230,510,672,518,111,63,121,53
36,017/2/2022-10-03 10:29:42.458150-17856.jpg,109,435,351,565,544,445,763,568,237,494,675,502,128,59,131,57
37,017/2/2022-10-03 10:29:25.960263-15216.jpg,128,445,355,564,549,455,767,576,227,497,668,514,99,52,119,59
38,017/2/2022-10-03 10:29:46.757952-18544.jpg,114,478,366,586,550,488,785,597,8,9,8,9,-106,-469,-542,-479
39,017/2/2022-10-03 10:28:04.660980-2216.jpg,101,455,343,576,540,469,763,583,176,522,619,527,75,67,79,58
40,017/2/2022-10-03 10:30:37.116333-26600.jpg,117,444,355,568,549,457,771,572,1,1,1,1,-116,-443,-548,-456
41,017/2/2022-10-03 10:27:54.330950-564.jpg,117,478,364,596,551,483,791,600,14,11,14,11,-103,-467,-537,-472
42,017/2/2022-10-03 10:29:33.805812-16472.jpg,114,474,355,581,542,483,771,597,14,11,14,11,-100,-463,-528,-472
43,017/2/2022-10-03 10:28:04.955036-2264.jpg,105,449,346,568,544,464,764,576,179,510,621,515,74,61,77,51
44,017/2/2022-10-03 10:27:51.329122-84.jpg,102,481,334,595,528,478,762,598,183,543,625,544,81,62,97,66
45,017/2/2022-10-03 10:27:51.051913-40.jpg,112,475,356,588,543,483,769,593,237,535,680,539,125,60,137,56
46,017/2/2022-10-03 10:31:01.771383-30544.jpg,116,439,365,570,551,454,768,578,269,510,708,511,153,71,157,57
47,017/2/2022-10-03 10:28:00.955594-1624.jpg,116,483,359,594,544,484,778,599,3,6,3,6,-113,-477,-541,-478
48,017/2/2022-10-03 10:30:44.992374-27860.jpg,115,454,354,568,545,467,773,575,220,512,664,519,105,58,119,52
49,017/2/2022-10-03 10:30:34.442728-26172.jpg,121,446,355,560,552,463,777,570,209,502,653,512,88,56,101,49
50,017/2/2022-10-03 10:29:39.196099-17332.jpg,108,477,351,584,538,478,775,592,218,532,658,542,110,55,120,64
51,017/2/2022-10-03 10:28:54.783275-10228.jpg,118,459,358,566,551,474,773,579,241,516,684,530,123,57,133,56
52,017/2/2022-10-03 10:28:42.786120-8316.jpg,120,443,356,567,547,457,767,575,229,499,670,517,109,56,123,60
53,017/2/2022-10-03 10:30:28.114219-25160.jpg,116,456,351,571,543,464,764,579,218,503,661,512,102,47,118,48
54,017/2/2022-10-03 10:27:52.658476-296.jpg,112,471,351,592,538,475,757,592,259,532,698,538,147,61,160,63
55,017/2/2022-10-03 10:27:50.877452-4.jpg,111,475,352,591,543,476,776,594,258,544,701,552,147,69,158,76
56,017/2/2022-10-03 10:31:01.853041-30556.jpg,118,446,364,570,548,461,767,576,263,515,703,518,145,69,155,57
57,017/2/2022-10-03 10:31:21.530624-33704.jpg,113,438,354,564,548,450,773,568,239,496,679,498,126,58,131,48
58,017/2/2022-10-03 10:30:06.786025-21748.jpg,113,476,369,585,551,486,786,593,13,10,13,10,-100,-466,-538,-476
59,017/2/2022-10-03 10:28:28.213914-5976.jpg,118,457,350,570,547,466,770,580,225,504,668,521,107,47,121,55
60,017/2/2022-10-03 10:31:49.726912-38216.jpg,117,461,349,566,548,469,779,571,195,501,640,502,78,40,92,33
61,017/2/2022-10-03 10:28:06.204388-2464.jpg,110,449,351,571,544,462,766,580,223,509,664,517,113,60,120,55
62,017/2/2022-10-03 10:31:58.106084-39556.jpg,120,440,358,563,551,452,775,568,231,502,672,507,111,62,121,55
63,017/2/2022-10-03 10:31:01.725165-30536.jpg,121,439,370,567,553,455,771,575,273,507,711,511,152,68,158,56
64,017/2/2022-10-03 10:30:28.864345-25280.jpg,109,446,344,562,544,457,766,570,193,505,628,513,84,59,84,56
65,017/2/2022-10-03 10:28:29.108849-6128.jpg,122,464,361,580,547,473,778,592,228,517,672,523,106,53,125,50
66,017/2/2022-10-03 10:30:51.799414-28948.jpg,122,446,357,562,552,460,779,569,234,508,676,515,112,62,124,55
67,017/2/2022-10-03 10:31:19.947359-33452.jpg,121,462,353,568,546,465,773,573,235,508,678,515,114,46,132,50
68,017/2/2022-10-03 10:28:04.829054-2244.jpg,101,453,344,574,541,464,761,579,176,519,618,524,75,66,77,60
69,017/2/2022-10-03 10:29:23.828805-14876.jpg,121,443,359,566,548,458,769,577,226,496,665,512,105,53,117,54
70,017/2/2022-10-03 10:28:51.999178-9784.jpg,122,461,362,571,551,472,773,585,231,522,670,534,109,61,119,62
71,017/2/2022-10-03 10:29:28.179674-15572.jpg,119,445,356,565,550,460,772,576,228,504,668,518,109,59,118,58
72,017/2/2022-10-03 10:30:42.020182-27384.jpg,115,433,360,561,551,446,779,564,228,493,667,497,113,60,116,51
73,017/2/2022-10-03 10:29:49.434040-18972.jpg,113,438,363,569,549,450,769,576,251,498,690,504,138,60,141,54
74,017/2/2022-10-03 10:27:52.405093-256.jpg,105,465,345,589,537,469,759,588,253,532,692,534,148,67,155,65
75,017/2/2022-10-03 10:29:46.682746-18532.jpg,122,443,363,564,553,465,775,574,258,508,698,519,136,65,145,54
76,017/2/2022-10-03 10:28:05.778941-2396.jpg,113,445,352,569,548,459,772,578,224,509,668,516,111,64,120,57
77,017/2/2022-10-03 10:31:15.453158-32732.jpg,111,446,348,563,546,460,770,573,218,501,662,507,107,55,116,47
78,017/2/2022-10-03 10:31:17.246867-33020.jpg,113,434,354,560,550,443,771,563,240,489,681,493,127,55,131,50
79,017/2/2022-10-03 10:29:35.930832-16812.jpg,112,447,349,567,543,457,761,576,219,507,658,518,107,60,115,61
80,017/2/2022-10-03 10:27:52.004781-192.jpg,98,472,338,588,534,475,754,590,217,534,660,537,119,62,126,62
81,017/2/2022-10-03 10:30:10.717101-22376.jpg,106,453,350,566,545,465,768,572,187,511,628,518,81,58,83,53
82,017/2/2022-10-03 10:29:52.458978-19456.jpg,118,453,356,566,549,465,776,575,224,518,668,528,106,65,119,63
83,017/2/2022-10-03 10:29:36.631081-16924.jpg,116,446,358,565,549,466,767,575,256,513,697,522,140,67,148,56
84,017/2/2022-10-03 10:27:53.003162-352.jpg,115,459,359,585,546,472,768,587,264,528,705,536,149,69,159,64
85,017/2/2022-10-03 10:29:42.857082-17920.jpg,108,476,350,583,540,475,771,586,17,16,17,16,-91,-460,-523,-459
86,017/2/2022-10-03 10:31:55.678094-39168.jpg,118,475,366,583,553,483,789,591,19,18,19,18,-99,-457,-534,-465
87,017/2/2022-10-03 10:28:14.035775-3716.jpg,107,451,349,574,540,461,763,581,203,509,644,523,96,58,104,62
88,017/2/2022-10-03 10:28:55.699657-10376.jpg,114,453,354,573,546,468,769,582,225,509,666,524,111,56,120,56
89,017/2/2022-10-03 10:29:27.079350-15396.jpg,122,464,360,573,547,476,776,584,247,522,690,531,125,58,143,55
90,017/2/2022-10-03 10:28:37.408916-7456.jpg,111,440,351,563,552,455,770,574,244,504,684,518,133,64,132,63
91,017/2/2022-10-03 10:30:38.790798-26868.jpg,112,447,351,565,546,459,774,570,210,509,652,511,98,62,106,52
92,017/2/2022-10-03 10:28:07.279381-2636.jpg,108,454,349,574,547,470,773,583,225,524,668,531,117,70,121,61
93,017/2/2022-10-03 10:28:15.155941-3896.jpg,116,440,354,562,547,456,766,574,206,504,645,514,90,64,98,58
94,017/2/2022-10-03 10:28:43.760487-8472.jpg,123,447,359,562,551,462,771,571,234,502,674,519,111,55,123,57
95,017/2/2022-10-03 10:30:29.494895-25380.jpg,113,444,350,566,544,455,768,571,224,503,666,510,111,59,122,55
96,017/2/2022-10-03 10:27:52.252250-232.jpg,106,466,344,587,540,468,766,587,219,530,658,533,113,64,118,65
97,017/2/2022-10-03 10:29:19.755517-14224.jpg,122,456,363,567,552,471,779,583,229,516,671,530,107,60,119,59
98,017/2/2022-10-03 10:29:34.980759-16660.jpg,103,446,344,567,545,462,766,576,180,512,620,522,77,66,75,60
99,017/2/2022-10-03 10:30:59.221451-30136.jpg,118,439,368,566,553,451,782,571,233,500,675,506,115,61,122,55
100,017/2/2022-10-03 10:29:05.101438-11880.jpg,121,449,361,568,550,465,774,580,234,511,673,527,113,62,123,62
101,017/2/2022-10-03 10:28:55.099831-10280.jpg,115,469,354,576,544,479,776,586,229,516,674,529,114,47,130,50
102,017/2/2022-10-03 10:27:53.527222-436.jpg,107,462,352,588,544,471,771,588,243,530,684,535,136,68,140,64
103,017/2/2022-10-03 10:28:23.482419-5228.jpg,115,447,351,568,547,465,768,578,233,506,669,517,118,59,122,52
104,017/2/2022-10-03 10:29:26.279789-15268.jpg,126,439,359,561,553,460,771,576,231,501,671,515,105,62,118,55
105,017/2/2022-10-03 10:28:04.885720-2252.jpg,103,447,345,567,544,460,765,574,179,513,620,517,76,66,76,57
106,017/2/2022-10-03 10:28:24.007139-5312.jpg,107,440,354,568,544,450,769,575,225,492,663,504,118,52,119,54
107,017/2/2022-10-03 10:29:32.311100-16232.jpg,115,460,355,572,548,468,774,583,221,522,663,536,106,62,115,68
108,017/2/2022-10-03 10:29:51.990849-19380.jpg,117,460,358,572,551,474,780,582,240,528,685,535,123,68,134,61
109,017/2/2022-10-03 10:28:03.134620-1972.jpg,102,452,349,579,544,465,771,585,182,523,623,529,80,71,79,64
110,017/2/2022-10-03 10:27:51.654074-136.jpg,104,479,344,596,538,481,770,600,188,549,631,546,84,70,93,65
111,017/2/2022-10-03 10:30:33.172655-25968.jpg,121,462,358,572,551,472,787,581,225,513,673,517,104,51,122,45
112,017/2/2022-10-03 10:29:21.579641-14516.jpg,114,435,365,567,549,449,775,577,229,488,666,500,115,53,117,51
113,017/2/2022-10-03 10:31:44.802955-37428.jpg,119,455,358,564,552,464,779,575,215,516,656,522,96,61,104,58
114,017/2/2022-10-03 10:29:34.109985-16520.jpg,122,444,355,562,552,464,767,576,246,505,689,514,124,61,137,50
115,017/2/2022-10-03 10:28:05.254716-2312.jpg,114,441,352,565,547,458,769,577,217,506,661,512,103,65,114,54
116,017/2/2022-10-03 10:29:23.328828-14796.jpg,119,449,351,563,550,463,773,574,224,502,666,515,105,53,116,52
117,017/2/2022-10-03 10:28:11.480005-3308.jpg,107,458,348,574,543,467,767,585,201,520,641,531,94,62,98,64
118,017/2/2022-10-03 10:28:24.907252-5456.jpg,109,444,351,572,540,449,762,575,222,499,659,510,113,55,119,61
119,017/2/2022-10-03 10:28:08.104831-2768.jpg,106,450,348,574,543,462,767,580,218,514,659,522,112,64,116,60
120,017/2/2022-10-03 10:29:14.677466-13412.jpg,120,450,357,562,550,465,773,576,226,503,665,519,106,53,115,54
121,017/2/2022-10-03 10:29:38.768561-17264.jpg,109,450,348,567,543,461,763,576,219,508,658,519,110,58,115,58
122,017/2/2022-10-03 10:30:12.011609-22584.jpg,118,459,356,569,550,470,778,580,226,521,667,526,108,62,117,56
123,017/2/2022-10-03 10:27:55.930387-820.jpg,110,458,353,581,549,474,774,585,244,526,686,529,134,68,137,55
124,017/2/2022-10-03 10:27:58.529786-1236.jpg,108,457,350,585,544,463,773,585,220,524,665,528,112,67,121,65
125,017/2/2022-10-03 10:31:10.270829-31904.jpg,114,447,352,567,547,458,776,572,224,506,666,512,110,59,119,54
126,017/2/2022-10-03 10:29:07.876445-12324.jpg,125,446,362,566,552,463,773,576,235,507,673,521,110,61,121,58
127,017/2/2022-10-03 10:31:06.895377-31364.jpg,120,440,363,567,551,457,772,571,267,512,708,517,147,72,157,60
128,017/2/2022-10-03 10:32:00.680067-39968.jpg,114,448,355,568,548,459,779,570,225,511,669,514,111,63,121,55
129,017/2/2022-10-03 10:32:05.181474-40688.jpg,114,443,358,568,548,453,781,570,230,509,671,512,116,66,123,59
130,017/2/2022-10-03 10:30:57.445975-29852.jpg,120,455,362,573,553,467,786,584,230,527,675,534,110,72,122,67
131,017/2/2022-10-03 10:31:39.225391-36536.jpg,115,431,358,560,551,442,775,564,1,1,1,1,-114,-430,-550,-441
132,017/2/2022-10-03 10:28:20.006419-4672.jpg,110,452,352,572,545,466,766,584,220,515,659,528,110,63,114,62
133,017/2/2022-10-03 10:28:57.574879-10676.jpg,114,445,357,569,545,461,766,580,224,506,663,521,110,61,118,60
134,017/2/2022-10-03 10:28:31.983950-6588.jpg,117,448,354,570,544,458,767,577,221,501,660,516,104,53,116,58
135,017/2/2022-10-03 10:30:20.213180-23896.jpg,120,455,354,570,546,465,769,579,223,502,661,509,103,47,115,44
136,017/2/2022-10-03 10:28:49.273828-9348.jpg,116,439,359,568,549,452,773,572,247,496,685,509,131,57,136,57
